#datumDate,datumId,datumValue
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.085,0.0153017200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.09,0.0157917200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.095,0.0163503200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.1,0.0169128400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.005,0.0051759200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.015,0.0067356800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.02,0.0075854000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.025,0.0083594600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.03,0.0089055700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.035,0.0094933900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.04,0.0101287400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.045,0.0108795200
